NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,TARGET,EXT_SOURCE_2,EXT_SOURCE_3,DAYS_REGISTRATION,DAYS_LAST_PHONE_CHANGE
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.7291131899713945,0.2044226253763287,-9850.0,-593.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.035825367106913,0.5147465544741232,-636.0,-523.0
Cash loans,F,Y,Pensioner,Secondary / secondary special,0,0.6455635917293262,0.3441550073724169,-2004.0,-1578.0
Revolving loans,F,N,Commercial associate,Secondary / secondary special,0,0.6907715114676781,0.6848276586890367,-5232.0,-1050.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.5613307336734159,0.6706517530862718,-2983.0,-404.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.6124259459087565,0.3139166772114369,-13764.0,0.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.1942151121136184,0.5147465544741232,-9393.0,0.0
Cash loans,M,Y,Working,Secondary / secondary special,1,0.3142990670233133,0.3280631605201915,-4685.0,-628.0
Cash loans,M,N,Working,Secondary / secondary special,1,0.0933768075564286,0.2115507642052577,-3284.0,-710.0
Cash loans,M,N,Pensioner,Secondary / secondary special,0,0.6557872263967783,0.7713615919194317,-537.0,-1510.0
Cash loans,F,Y,Working,Higher education,0,0.621016507389684,0.4938628816996244,-2016.0,-606.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.0730849016254124,0.3360615207658242,-790.0,0.0
Cash loans,F,N,Commercial associate,Higher education,0,0.6432385310569521,0.6109913280868294,-8487.0,-145.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.7501723019397852,0.6041125998015721,-187.0,-1858.0
Cash loans,F,N,Pensioner,Higher education,0,0.6372650515191888,0.4294236843421945,-6499.0,-1145.0
Cash loans,F,N,Pensioner,Higher education,0,0.4697086875444406,0.6722428897082422,-39.0,-1272.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.7081397254401601,0.6894791426446275,-3968.0,0.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.2547599571469118,0.7557400501752248,-307.0,-1340.0
Cash loans,M,Y,Commercial associate,Higher education,0,0.7027279166193316,0.3474182272002641,-2842.0,-2149.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.3007587165928464,0.4740512892789932,-1299.0,0.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.0359335388038812,0.746300213050371,-1700.0,0.0
Cash loans,F,Y,Pensioner,Secondary / secondary special,0,0.2876959704720277,0.3572932680336494,-1385.0,0.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.6858691038829133,0.7180328113294772,-1205.0,-1135.0
Cash loans,M,N,Working,Secondary / secondary special,1,0.4439728718238079,0.5226973172821112,-3320.0,0.0
Cash loans,F,N,Commercial associate,Higher education,0,0.7365921189414943,0.5726825047161584,-9425.0,-3523.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.6877083385205267,0.746300213050371,-13244.0,-403.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.2961435654275993,0.5147465544741232,-2047.0,-1880.0
Revolving loans,M,Y,Working,Secondary / secondary special,0,0.6473328454774725,0.3016248916841194,-6934.0,0.0
Revolving loans,F,Y,State servant,Higher education,0,0.6522592344172655,0.5937175866150576,-4501.0,-2938.0
Cash loans,F,N,Working,Higher education,0,0.5677225198780571,0.7407990879702335,-1407.0,0.0
Cash loans,F,N,Working,Higher education,0,0.6893731276869308,0.5147465544741232,-5935.0,-580.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.3065569479365724,0.6894791426446275,-4025.0,-1407.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.4609767040149497,0.5549467685334323,-2394.0,0.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.3768278552034466,0.5147465544741232,-3112.0,-2.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.5189738295640423,0.2692857999073816,-3953.0,-285.0
Cash loans,M,Y,Pensioner,Secondary / secondary special,0,0.4199345051552553,0.8193176922872417,-5004.0,0.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.3408624650580163,0.2067786544915716,-4450.0,0.0
Revolving loans,M,N,Commercial associate,Higher education,0,0.7691100934761791,0.4365064990977374,-5052.0,-157.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.5722247395023343,0.5585066276769286,-2475.0,-819.0
Cash loans,M,N,State servant,Secondary / secondary special,0,0.7814961347896708,0.6658549219640212,-7451.0,-952.0
Cash loans,M,N,Pensioner,Secondary / secondary special,1,0.0875543097230012,0.5147465544741232,-8548.0,-612.0
Revolving loans,F,N,Working,Secondary / secondary special,0,0.7028329737782496,0.4241303111942548,-6971.0,0.0
Cash loans,M,Y,Working,Secondary / secondary special,1,0.2657339463868374,0.2955826421513093,-1276.0,-764.0
Revolving loans,F,Y,State servant,Higher education,0,0.066760460395355,0.4866531565147181,-4377.0,-1159.0
Cash loans,F,N,Working,Secondary / secondary special,1,0.2622583692422573,0.1624419982223248,-158.0,-1199.0
Cash loans,F,N,Working,Higher education,0,0.3313236938622792,0.5989262182569273,-2029.0,-716.0
Cash loans,M,N,Working,Higher education,0,0.4867914707433026,0.7726311345553628,-4348.0,-630.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.2792352251632336,0.8038850611746273,-875.0,-1358.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5467219405062745,0.6397075677637197,-6572.0,-1715.0
Cash loans,M,N,Working,Higher education,0,0.0598293899767619,0.5147465544741232,-2179.0,0.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.7796646611069735,0.4118485559242397,-3072.0,-1812.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.1596792335026377,0.7309873696832169,-7920.0,-1784.0
Cash loans,F,Y,Commercial associate,Secondary / secondary special,0,0.7934320605678625,0.5989262182569273,-585.0,-1298.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.2345748106559173,0.3170317785834444,-10334.0,-338.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.6959368558052306,0.5147465544741232,-2677.0,-1773.0
Cash loans,F,N,Working,Higher education,0,0.6852798762415688,0.7151031019926098,-8229.0,-1624.0
Cash loans,M,N,Working,Incomplete higher,0,0.5485746372147822,0.5147465544741232,-3499.0,-640.0
Revolving loans,F,N,Pensioner,Higher education,0,0.4197001478194765,0.5147465544741232,-6439.0,0.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.4020284569310677,0.5147465544741232,-5125.0,-1638.0
Revolving loans,M,Y,Working,Secondary / secondary special,0,0.5805857673747178,0.4436153084085652,-3013.0,-1839.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.7390624397136742,0.5779691187553125,-5021.0,-1016.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.4110340466086653,0.5147465544741232,-4022.0,-1080.0
Cash loans,F,Y,Pensioner,Higher education,0,0.7639681089656193,0.5937175866150576,-8933.0,-3372.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5041839610029679,0.6910212267577837,-2558.0,-1017.0
Revolving loans,F,N,State servant,Higher education,0,0.0976841041356337,0.7862666146611379,-2685.0,-1866.0
Cash loans,F,N,Working,Higher education,0,0.6514155676848443,0.6263042766749393,-4928.0,-2674.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.5939576110221221,0.5147465544741232,-7566.0,0.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.5166861171636387,0.2250868621163805,-658.0,-475.0
Cash loans,M,Y,Pensioner,Secondary / secondary special,0,0.4469546875382219,0.5147465544741232,-13609.0,-2277.0
Revolving loans,M,N,Commercial associate,Higher education,0,0.7092006813790775,0.4578995512067301,-4735.0,-312.0
Cash loans,F,N,Working,Higher education,0,0.5421714922688231,0.511891801533151,-94.0,-1005.0
Revolving loans,M,Y,Working,Secondary / secondary special,0,0.6528541894258111,0.5147465544741232,-3912.0,-290.0
Cash loans,M,Y,Commercial associate,Higher education,0,0.5496304002650376,0.5762088360175724,-4605.0,-3.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.7230812778792077,0.3376727217405312,-2508.0,-1066.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5540704239880477,0.5147465544741232,-3671.0,-254.0
Cash loans,M,Y,Commercial associate,Higher education,0,0.5079446141451924,0.6092756673894402,-1018.0,-679.0
Cash loans,M,Y,Working,Higher education,0,0.7023029018780648,0.7267112092725122,-5767.0,0.0
Cash loans,F,N,Working,Higher education,0,0.4909879487999727,0.5147465544741232,-136.0,-1054.0
Revolving loans,M,N,Working,Secondary / secondary special,0,0.3271416449432211,0.2314393514998941,-5016.0,-274.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5836497511887847,0.8106180215523969,-10495.0,-1470.0
Revolving loans,F,N,Pensioner,Secondary / secondary special,0,0.7103853466189995,0.524496446363472,-4054.0,-504.0
Cash loans,M,Y,Working,Secondary / secondary special,1,0.6178307191347155,0.5147465544741232,-8060.0,-1250.0
Cash loans,M,N,Pensioner,Secondary / secondary special,0,0.6398894610143973,0.6754132910917112,-3059.0,0.0
Cash loans,F,N,Working,Lower secondary,1,0.0693961356917759,0.7544061731797895,-2535.0,-745.0
Revolving loans,F,N,Commercial associate,Secondary / secondary special,0,0.5564734593026497,0.501075160239048,-2302.0,-4.0
Cash loans,M,N,Pensioner,Secondary / secondary special,0,0.2199512400624969,0.4902575124990026,-3129.0,-837.0
Cash loans,M,Y,Working,Lower secondary,0,0.0488757333669796,0.5147465544741232,-3906.0,0.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.4345257966762202,0.2567055724393002,-10116.041666666662,-1569.0
Cash loans,M,N,Commercial associate,Secondary / secondary special,0,0.47689884081522,0.5147465544741232,-7385.0,-271.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.6731552256262288,0.7180328113294772,-435.0,-873.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.7171623992179793,0.7738956942145427,-14482.0,-732.0
Cash loans,F,Y,Pensioner,Secondary / secondary special,0,0.5078189067918019,0.4507472818545589,-323.0,-975.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.4805659313442382,0.6910212267577837,-7428.0,-413.0
Revolving loans,F,N,Working,Secondary / secondary special,0,0.5007781820803229,0.7623356180684377,-1120.0,-2610.0
Cash loans,M,N,Commercial associate,Secondary / secondary special,1,0.4924690709711417,0.5147465544741232,-11321.0,-1828.0
Cash loans,M,Y,Commercial associate,Secondary / secondary special,0,0.6683840512431313,0.4561097392782771,-1613.0,-1004.0
Revolving loans,M,N,Working,Secondary / secondary special,0,0.7514283618274846,0.4101025731788671,-4044.0,-2137.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.1668204220363749,0.2636468134452008,-4842.0,-25.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.1596792335026377,0.6738300778602003,-3632.0,-1840.0
Cash loans,F,N,State servant,Higher education,0,0.6800310075851193,0.8425892767430772,-6683.0,-2273.0
Cash loans,F,N,Working,Higher education,0,0.5554747589393301,0.4471785780453068,-1550.0,-514.0
Cash loans,M,Y,Commercial associate,Higher education,0,0.6192032082091975,0.3344541255096772,-1770.0,-585.0
Cash loans,M,Y,Commercial associate,Secondary / secondary special,0,0.0255229582474515,0.1285043773724039,-2750.0,-2445.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.1010756795215039,0.5147465544741232,-9042.0,-321.0
Cash loans,M,Y,Working,Higher education,0,0.6814710015667761,0.3791004853998145,-2729.0,-2684.0
Cash loans,F,N,Commercial associate,Incomplete higher,1,0.1233859855298778,0.5513812618027899,-6067.0,-402.0
Cash loans,M,Y,Working,Higher education,0,0.6271214450685056,0.1393757800997895,-109.0,-1763.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.4067898525740048,0.6738300778602003,-4468.0,-829.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.0541706783592801,0.7610263695502636,-2551.0,0.0
Cash loans,F,Y,Commercial associate,Secondary / secondary special,0,0.5685273308913262,0.5147465544741232,-1161.0,-398.0
Cash loans,F,Y,Working,Higher education,0,0.2528714065322399,0.1139223962922108,-2668.0,-1623.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.2653117484731741,0.746300213050371,-9359.0,-1435.0
Cash loans,M,Y,Pensioner,Lower secondary,0,0.67040691948204,0.7898803468924867,-8580.0,-1680.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.6315746045393155,0.5147465544741232,-2955.0,-284.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.4272544523291795,0.4722533429586386,-7734.0,-570.0
Cash loans,M,N,Commercial associate,Higher education,0,0.5791367080679694,0.6925590674998008,-8462.0,-458.0
Cash loans,M,N,Working,Higher education,0,0.7131354322858929,0.8802684803872619,-5837.0,-1777.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.6492922935802701,0.324891229465852,-2751.0,-1907.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.6970555172279378,0.3842068130556564,-10001.0,-529.0
Cash loans,M,N,Commercial associate,Secondary / secondary special,0,0.443287400867456,0.1940678276718812,-6094.0,-764.0
Cash loans,M,Y,State servant,Higher education,0,0.2175668951982743,0.5147465544741232,-7512.0,-3.0
Cash loans,M,Y,Commercial associate,Higher education,0,0.5698410757777679,0.6263042766749393,-4005.0,0.0
Cash loans,M,N,Commercial associate,Secondary / secondary special,0,0.2471516849654843,0.3108182544189319,-10585.0,-780.0
Cash loans,M,N,Commercial associate,Higher education,1,0.74068696977403,0.2881295999178507,-8808.0,-1429.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.6924878144315126,0.4101025731788671,-6487.0,-341.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.7145335999237189,0.7544061731797895,-5128.0,-1196.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.4443723786346341,0.5147465544741232,-1007.0,-1392.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.3742279192232637,0.5147465544741232,-10396.0,-637.0
Cash loans,F,N,Working,Higher education,0,0.6711843870767591,0.3944954053123993,-5246.0,-254.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.385115033509688,0.0005272652387098,-209.0,-286.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5873010379666485,0.5814837058057234,-8316.0,-1821.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5024564998910583,0.4794489811780563,-6641.0,-247.0
Cash loans,F,Y,Commercial associate,Secondary / secondary special,0,0.3158327432346867,0.5867400085415683,-408.0,-246.0
Cash loans,M,N,Commercial associate,Secondary / secondary special,0,0.2648772051724402,0.1575949986663102,-4923.0,0.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.4826296157332253,0.7610263695502636,-2598.0,-388.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.447971116285996,0.4400578303966329,-6292.0,-1693.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.6784540145619619,0.5147465544741232,-7178.0,-2489.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.6886046476733501,0.5064842396679806,-1706.0,-32.0
Cash loans,F,N,Commercial associate,Higher education,0,0.5011881976414995,0.5147465544741232,-10771.0,-1549.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.4153393123714701,0.6075573001388961,-3193.0,-2433.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.4347729779308029,0.5147465544741232,-5078.0,-1015.0
Cash loans,M,N,Working,Secondary / secondary special,1,0.5509021356078,0.6940926425266661,-12411.0,-880.0
Cash loans,F,N,State servant,Secondary / secondary special,0,0.5687526133290919,0.8050196619153701,-7709.0,0.0
Cash loans,M,Y,Working,Secondary / secondary special,1,0.133266306615941,0.6023863442690867,-3865.0,-247.0
Cash loans,M,Y,Working,Higher education,0,0.6203266128158782,0.4241303111942548,-385.0,-1361.0
Cash loans,F,Y,Commercial associate,Secondary / secondary special,0,0.4892774785589965,0.4206109640437848,-6696.0,-843.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.038374992640199,0.0600353828621645,-2499.0,-1007.0
Revolving loans,F,N,Working,Higher education,0,0.6134790897284914,0.2692857999073816,-12513.0,-1324.0
Cash loans,F,Y,Working,Higher education,0,0.6483904711389613,0.5147465544741232,-3364.0,-4.0
Cash loans,M,Y,Commercial associate,Secondary / secondary special,0,0.6416864008978128,0.5147465544741232,-4324.0,-932.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.6022729806237368,0.520897599048938,-940.0,-2155.0
Cash loans,F,N,Commercial associate,Higher education,0,0.5439730306193737,0.6092756673894402,-6247.0,0.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.7606596987136782,0.622922000268356,-9237.0,-134.0
Cash loans,F,Y,Pensioner,Secondary / secondary special,0,0.6336786511515049,0.2692857999073816,-11219.0,-3186.0
Revolving loans,F,Y,Working,Secondary / secondary special,0,0.6282559438174691,0.3944954053123993,-1568.0,-1153.0
Cash loans,F,Y,Working,Higher education,0,0.5854128815116153,0.5147465544741232,-1574.0,-2130.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.7033305617740123,0.4956658291397297,-9324.0,-963.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.718946532608699,0.5147465544741232,-4555.0,-411.0
Cash loans,F,N,Commercial associate,Higher education,0,0.6919846658360645,0.5147465544741232,-3291.0,-885.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.6261851961555657,0.2837118826350007,-2769.0,-766.0
Cash loans,M,N,Commercial associate,Higher education,0,0.5119830236498211,0.6212263380626669,-206.0,-1401.0
Cash loans,M,Y,Commercial associate,Secondary / secondary special,0,0.5704359602152439,0.4400578303966329,-8838.0,-1813.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.6297460158542474,0.5147465544741232,-8142.0,-1176.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.6726787338664861,0.3910549766342248,-6474.0,-1675.0
